event_1,event_2,label,dup_type,char_sim,norm_sim,jaccard,len_1,len_2,tok_1,tok_2,len_diff,tok_diff,same_action,same_domain
passport_page_button_passcode_click,abm_acq_form_send_request_click,0,not_duplicate,0.303,0.303,0.1,35,31,5,6,4,1,1,0
advices_sidepanel_view,advices-sidepanel-view,1,case,0.9091,1.0,0.0,22,22,3,1,0,2,0,0
unapproved_operations_operation_click,combo_card_credit_limit_income_info_combo_click,0,not_duplicate,0.4286,0.4286,0.1,37,47,4,8,10,4,1,0
orange_cashback_details_open,oramge_cashback_details_open,1,typo,0.9643,0.9643,0.6,28,28,4,4,0,0,1,0
loan_refinancing_primary_credit_anket_screen_view,pay_control_break_promotion_click,0,not_duplicate,0.3171,0.3171,0.0,49,33,7,5,16,2,0,0
vehicle_creation_vehicle_screen_view,webauthn_registration_sidepanel_close,0,not_duplicate,0.411,0.411,0.0,36,37,5,4,1,1,0,0
mortgage_insurance_final_screen_screen_view,operation_details_remove_expense_finish,0,not_duplicate,0.2927,0.2927,0.0,43,39,6,5,4,1,0,0
geo_map_geolocation_permission_choose,go_map_geolocation_permission_choose,1,typo,0.9863,0.9863,0.6667,37,36,5,5,1,0,1,0
debt_refinancing_step_2_screen_view,widget_ability_click,0,not_duplicate,0.2909,0.2909,0.0,35,20,6,3,15,3,0,0
x5_showcase_ghost_click,deposit_calculator_main_screen_open_screen,0,not_duplicate,0.2769,0.2769,0.0,23,42,4,6,19,2,0,0
prelogin_lpr_product_error,personal_manager_choose_metro_change_select,0,not_duplicate,0.1739,0.1739,0.0,26,43,4,6,17,2,0,0
trade_acquiring_cabinet_operation_history_impression,onboarding_mmb_onboarding_scenario_full_screen,0,not_duplicate,0.3673,0.3673,0.0,52,46,6,6,6,0,0,0
notification_center_filter_open,message_center_filter_open,1,semantic,0.7018,0.7018,0.6,31,26,4,4,5,0,1,0
card_order_third_party_delivery_impression,credit_order_third_party_shipping_displayed,1,semantic,0.5647,0.5647,0.3333,42,43,6,6,1,0,0,0
account_closing_multistep_button_view,account_closing_multistep_button_see,1,synonym,0.9315,0.9315,0.6667,37,36,5,5,1,0,0,1
apologetic_gifts_history_list_click,paycontrol_registration_confirmation_view,0,not_duplicate,0.2895,0.2895,0.0,35,41,5,4,6,1,0,0
osago_confirm_code_enter,support_chat_invalid_attachment_bubble_view,0,not_duplicate,0.2985,0.2985,0.0,24,43,4,6,19,2,0,0
pay_routing_page_pay_qr_click,pay_routing_page_qr_pay_click,1,permutation,0.8966,0.8966,1.0,29,29,6,6,0,0,1,1
id_password_ul_form_screen_view,id_password_ul_form_screen_view,1,exact,1.0,1.0,1.0,31,31,6,6,0,0,1,1
tariff_view_promotions_click,debt_section_onboarding_click,0,not_duplicate,0.4561,0.4561,0.1429,28,29,4,4,1,0,1,0
check_notifications_results_screen_impression,screen_notifications_results_check_impression,1,permutation,0.8444,0.8444,1.0,45,45,5,5,0,0,1,0
carousel_for_you_sidepanel_click,carousel_for_you_sidepanel_click,1,exact,1.0,1.0,1.0,32,32,5,5,0,0,1,1
games_account_click,tin_chat_support_click,0,not_duplicate,0.4878,0.4878,0.1667,19,22,3,4,3,1,1,0
trade_acquiring_delivery_info_support_click,cash_order_webview_navigation_open,0,not_duplicate,0.2857,0.2857,0.0,43,34,6,5,9,1,0,0
card_issue_card_setting_click,card_issue_card_settign_click,1,typo,0.9655,0.9655,0.6,29,29,5,5,0,0,1,1
voice_of_client_pop_up_confirm,bottom_sheet_action_click,0,not_duplicate,0.2909,0.2909,0.0,30,25,6,4,5,2,0,0
premium_service_only_personal_manager_click,premium_service_manager_personal_only_click,1,permutation,0.7907,0.7907,1.0,43,43,6,6,0,0,1,1
level_owner_compare_benefits_impression,currency_payments_ved_contracts_screen_view,0,not_duplicate,0.3171,0.3171,0.0,39,43,5,6,4,1,0,0
level_owner_hold_click,LEVELOWNERHOLDCLICK,1,case,0.0,0.9268,0.0,22,19,4,1,3,3,0,0
passport_page_button_scan_click,personal_account_mvno_catalog_service_button_click,0,not_duplicate,0.5185,0.5185,0.2,31,50,5,7,19,2,1,0
trade_acquiring_application_delegate_impression,trade_acquiring_application_delegate_impression,1,exact,1.0,1.0,1.0,47,47,5,5,0,0,1,1
support_chat_buttons_view,assist_dialog_buttons_view,1,semantic,0.6667,0.6667,0.3333,25,26,4,4,1,0,1,0
millionaire_landing_landing_new_button_click,salary_moneybox_info_sheet_pdf_click,0,not_duplicate,0.375,0.375,0.1,44,36,6,6,8,0,1,0
suggestion_view,Suggestion-View,1,case,0.8,1.0,0.0,15,15,2,1,0,1,0,0
referral_referrals_widget_screen_view,companies_hub_segment_control_group_click,0,not_duplicate,0.1795,0.1795,0.0,37,41,5,6,4,1,0,0
my_documents_webview_copy_document_data_click,myDocumentsWebviewCopyDocumentDataClick,1,case,0.7857,1.0,0.0,45,39,7,1,6,6,0,0
revenue_notifications_ved_revenue_notifications_list_view,revenue_notifications_list_revenue_notifications_ved_view,1,permutation,0.5439,0.5439,1.0,57,57,7,7,0,0,1,1
currency_payments_ved_more_than_a_million_toggle_click,payments_currency_ved_more_than_a_million_toggle_click,1,permutation,0.8333,0.8333,1.0,54,54,9,9,0,0,1,0
discount_bil_discount_details_click,restructuring_bil_final_conditions_click,0,not_duplicate,0.48,0.48,0.2857,35,40,5,5,5,0,1,0
premium_order_bonus_detail_screen_view,PremiumOrderBonusDetailScreenView,1,case,0.7606,1.0,0.0,38,33,6,1,5,5,0,0
cc2_benefit_screen_view,CC2_BENEFIT_SCREEN_VIEW,1,case,0.1739,1.0,0.0,23,23,4,4,0,0,0,0
travel_main_promotion_click,travel_main_promotion_click,1,exact,1.0,1.0,1.0,27,27,4,4,0,0,1,1
rate_settings_conf_lpr_save_change_error,compliance_error_phone_billing_error_click,0,not_duplicate,0.2927,0.2927,0.0909,40,42,7,6,2,1,0,0
partners_promotions_participation_history_new_info_click,global_search_search_widgets_status_impression,0,not_duplicate,0.1961,0.1961,0.0,56,46,7,6,10,1,0,0
mvno_registration_address_screen_view,mvno-registration-address-screen-view,1,case,0.8919,1.0,0.0,37,37,5,1,0,4,0,0
service_notifications_alert_view,service_notifications_alert_view,1,exact,1.0,1.0,1.0,32,32,4,4,0,0,1,1
notification_center_notifications_screen_view,osago_owner_click,0,not_duplicate,0.1935,0.1935,0.0,45,17,5,3,28,2,0,0
currency_payments_ved_expected_delivery_date_field_click,orange_cashback_details_open,0,not_duplicate,0.1667,0.1667,0.0,56,28,8,4,28,4,0,0
ai_summarizer_chat_button_click,restructuring_bil_marketing_screen_click,0,not_duplicate,0.3944,0.3944,0.1111,31,40,5,5,9,0,1,0
x5_payments_transfer_button_click,X5_PAYMENTS_TRANSFER_BUTTON_CLICK,1,case,0.1515,1.0,0.0,33,33,5,5,0,0,0,0
widget_unavailability_info_widget_click,widget_unavailability_info_widget_click,1,exact,1.0,1.0,1.0,39,39,5,5,0,0,1,1
millionaire_millionaire_widget_click,id_rsa_form_click,0,not_duplicate,0.3019,0.3019,0.1667,36,17,4,4,19,0,1,0
card_acheck_card_acheck_disable_error,card_acheck_card_acheck_disable_failure,1,synonym,0.8684,0.8684,0.6,37,39,6,6,2,0,0,1
sms_sign_settings_error,sms_sign_settings_error,1,exact,1.0,1.0,1.0,23,23,4,4,0,0,1,1
trade_acquiring_delivery_info_trade_spot_click,partners_promotions_bonus_join_uds_click,0,not_duplicate,0.3488,0.3488,0.0909,46,40,7,6,6,1,1,0
subscription_owner_error_screen_view,notification_center_notification_impression,0,not_duplicate,0.3797,0.3797,0.0,36,43,5,4,7,1,0,0
transaction_confirmation_confirm_operation_click,trannsaction_confirmation_confirm_operation_click,1,typo,0.9897,0.9897,0.6667,48,49,5,5,1,0,1,0
change_pin_code_confirm_submit,rko_contacts_open,0,not_duplicate,0.2553,0.2553,0.0,30,17,5,3,13,2,0,0
check_in_products_list_lpr_snackbar_error,check_list_products_in_lpr_snackbar_error,1,permutation,0.9024,0.9024,1.0,41,41,7,7,0,0,1,1
prelogin_lpr_confirmation_s_open,s_lpr_confirmation_prelogin_open,1,permutation,0.7188,0.7188,1.0,32,32,5,5,0,0,1,0
notification_center_message_open,nitification_center_message_open,1,typo,0.9688,0.9688,0.6,32,32,4,4,0,0,1,0
conditions_lpr_button_click,dpz_insurance_address_choose,0,not_duplicate,0.2909,0.2909,0.0,27,28,4,4,1,0,0,0
bottom_sheet_action_click,open_investbox_document_click,0,not_duplicate,0.3333,0.3333,0.1429,25,29,4,4,4,0,1,0
passport_page_button_forward_click,payments_details_template_button_click,0,not_duplicate,0.5556,0.5556,0.25,34,38,5,5,4,0,1,0
tab_bar_history_spotlight_overlay_click,biom_services_switch_bio_screen_screen_view,0,not_duplicate,0.2195,0.2195,0.0,39,43,6,7,4,1,0,0
branch_operations_cancel_button_click,chat_with_bank_alert_not_manager_click,0,not_duplicate,0.48,0.48,0.0909,37,38,5,7,1,2,1,0
bottom_sheet_advertiser_bottom_sheet_close,bottomsheetadvertiserbottomsheetclose,1,case,0.9367,0.9367,0.0,42,37,6,1,5,5,0,0
prelogin_lpr_error_server_s_event,prelogin_server_error_lpr_s_event,1,permutation,0.7879,0.7879,1.0,33,33,6,6,0,0,1,1
service_notifications_alert_view,service_notifications_alert_close,1,semantic,0.8923,0.8923,0.6,32,33,4,4,1,0,0,1
reports_title_view,reports_tilte_view,1,typo,0.9444,0.9444,0.5,18,18,3,3,0,0,1,1
check_in_products_list_lpr_continue_button_click,benefits_tab_click,0,not_duplicate,0.3939,0.3939,0.1,48,18,8,3,30,5,1,0
currency_exchange_ved_currencies_list_view,CurrencyExchangeVedCurrenciesListView,1,case,0.7848,1.0,0.0,42,37,6,1,5,5,0,0
aml_details_confirmation_edit,amlDetailsConfirmationEdit,1,case,0.8364,1.0,0.0,29,26,4,1,3,3,0,0
passport_page_button_erase_click,road_map_lpr_button_click,0,not_duplicate,0.5614,0.5614,0.25,32,25,5,5,7,0,1,0
unify_sign_service_operation_sign_error,guarantee_lpr_button_send_click,0,not_duplicate,0.2571,0.2571,0.0,39,31,6,5,8,1,0,0
referral_offer_share_click,activation_pin_input_view,0,not_duplicate,0.0392,0.0392,0.0,26,25,4,4,1,0,0,0
osago_policy_click,OsagoPolicyClick,1,case,0.7647,1.0,0.0,18,16,3,1,2,2,0,0
card_issue_card_acheck_open,x5_profile_button_click,0,not_duplicate,0.28,0.28,0.0,27,23,5,4,4,1,0,0
premium_service_only_levels_screen_view,premium_service_only_levels_screen_view,1,exact,1.0,1.0,1.0,39,39,6,6,0,0,1,1
goskey_nep_sign_show,goskey_nep_sign_apply,1,semantic,0.7805,0.7805,0.6,20,21,4,4,1,0,0,1
universal_offer_lpr_not_available_error,paycontrol_deletion_delete_key_success,0,not_duplicate,0.2338,0.2338,0.0,39,38,6,5,1,1,0,0
mvno_registration_region_select_click,aml_history_screen_view,0,not_duplicate,0.3,0.3,0.0,37,23,5,4,14,1,0,0
unify_sign_service_operation_sign_cancel_click,unify_sign_service_operation_sigm_cancel_click,1,typo,0.9783,0.9783,0.8571,46,46,7,7,0,0,1,1
supercashback_drum_alpha_smart_offer_final_screen_click,supercashback_screen_alpha_smart_offer_final_drum_click,1,permutation,0.8545,0.8545,1.0,55,55,8,8,0,0,1,1
smart_limits_not_trusted_device_screen_view,benefits_screen_open,0,not_duplicate,0.381,0.381,0.1111,43,20,7,3,23,4,0,0
investbox_auto_replenishment_rounding_disable_click,switcher_impression,0,not_duplicate,0.1429,0.1429,0.0,51,19,6,2,32,4,0,0
tab_bar_history_spotlight_spotlight_view,geps_disable_impression,0,not_duplicate,0.1905,0.1905,0.0,40,23,6,3,17,3,0,0
result_screen_advice_banner_impression,dom_address_delete_final_impression,0,not_duplicate,0.5205,0.5205,0.1111,38,35,5,5,3,0,1,0
credit_sb_abm_show_required_guarantors_page_impression,self_employed_check_pending_screen_view,0,not_duplicate,0.1075,0.1075,0.0,54,39,8,6,15,2,0,0
goskey_nep_sign_show,card_issue_card_showcase_click,0,not_duplicate,0.32,0.32,0.0,20,30,4,5,10,1,0,0
chatv3_text_menu_delete_click,main_screen_promo_product_promo_impression,0,not_duplicate,0.1972,0.1972,0.0,29,42,5,6,13,1,0,0
daily_pay_usage_successful_confirmation_back_button_click,daily_usage_pay_successful_confirmation_back_button_click,1,permutation,0.9298,0.9298,1.0,57,57,8,8,0,0,1,1
pay_routing_page_reopen_app_resolve,pay_routing_reopen_page_app_resolve,1,permutation,0.8571,0.8571,1.0,35,35,6,6,0,0,1,1
role_model_users_new_click,role_model_users_new_tap,1,synonym,0.84,0.84,0.6667,26,24,5,5,2,0,0,1
combo_card_limit_confirmation_documents_click,COMBO_CARD_LIMIT_CONFIRMATION_DOCUMENTS_CLICK,1,case,0.1111,1.0,0.0,45,45,6,6,0,0,0,0
issued_bills_otp_result_view,issued_bills_otp_rseult_view,1,typo,0.9643,0.9643,0.6667,28,28,5,5,0,0,1,1
precious_metals_showcase_showcase_coins_order_screen_view,tap_connection_with_bank_click,0,not_duplicate,0.2299,0.2299,0.0,57,30,8,5,27,3,0,0
opening_an_escrow_account_compliance_check_error,card_order_third_party_select_account_screen_view,0,not_duplicate,0.3505,0.3505,0.0714,48,49,7,8,1,1,0,0
daily_pay_connection_landing_screen_screen_view,daily_pay_connection_landing_tab_view_view,1,semantic,0.764,0.764,0.7143,47,42,7,7,5,0,1,1
currency_exchange_ved_loading_error_screen_view,piggy_bank_closed_button_view,0,not_duplicate,0.3947,0.3947,0.0909,47,29,7,5,18,2,1,0
investbox_auto_replenishment_account_validate_screen_view,geo_map_category_click,0,not_duplicate,0.3038,0.3038,0.0,57,22,7,4,35,3,0,0
my_documents_update_passport_click,my_documents_update_passport_tap,1,synonym,0.8788,0.8788,0.6667,34,32,5,5,2,0,0,1
support_chat_search_result_click,deposit_closure_result_screen_click,0,not_duplicate,0.597,0.597,0.25,32,35,5,5,3,0,1,0
customer_products_coach_widget_click,customer_products_coah_widget_click,1,typo,0.9859,0.9859,0.6667,36,35,5,5,1,0,1,1
change_of_ddu_data_application_error,change_of_ddu_data_form_fail,1,semantic,0.6562,0.6562,0.5,36,28,6,6,8,0,0,1
premium_order_bonus_detail_screen_view,premium_order_vonus_detail_screen_view,1,typo,0.9737,0.9737,0.7143,38,38,6,6,0,0,1,1
loan_refinancing_check_again_back_button_click,loan_check_refinancing_again_back_button_click,1,permutation,0.8696,0.8696,1.0,46,46,7,7,0,0,1,1
splash_banners_banners_close,splash_banners_banners_exit,1,synonym,0.8727,0.8727,0.5,28,27,4,4,1,0,0,1
id_error_screen_view,widget_dashboard_screen_back,0,not_duplicate,0.5,0.5,0.1429,20,28,4,4,8,0,0,0
x5_main_product_view,widget_unavailability_info_widget_click,0,not_duplicate,0.3051,0.3051,0.0,20,39,4,5,19,1,0,0
passport_page_button_other_way_click,passport_page_button_other_way_tap,1,synonym,0.8857,0.8857,0.7143,36,34,6,6,2,0,0,1
passport_page_challenge_response,passport_page_challenge_response,1,exact,1.0,1.0,1.0,32,32,4,4,0,0,1,1
universal_offer_lpr_approve_button_click,universal_offer_lpr_approve_button_press,1,synonym,0.875,0.875,0.7143,40,40,6,6,0,0,0,1
change_of_ddu_data_open_account_button_click,abm_acq_status_press_button_to_get_status_click,0,not_duplicate,0.3956,0.3956,0.1429,44,47,8,9,3,1,1,0
communication_center_collapse_longread_click,communication_center_longread_collapse_click,1,permutation,0.7955,0.7955,1.0,44,44,5,5,0,0,1,1
abm_acq_status_tarif_info_click,vehicle_landing_screen_view,0,not_duplicate,0.1724,0.1724,0.0,31,27,6,4,4,2,0,0
companies_hub_segment_control_group_view,precious_metals_showcase_showcase_detailed_coins_close_click,0,not_duplicate,0.32,0.32,0.0,40,60,6,8,20,2,0,0
savings_goal_goal_view_screen_view,savings_goal_goal_view_screen_view,1,exact,1.0,1.0,1.0,34,34,6,6,0,0,1,1
payments_template_template_create_success_show,PAYMENTS_TEMPLATE_TEMPLATE_CREATE_SUCCESS_SHOW,1,case,0.1087,1.0,0.0,46,46,6,6,0,0,0,0
mvno_registration_documents_screen_view,savings_goal_settings_click,0,not_duplicate,0.3939,0.3939,0.0,39,27,5,4,12,1,0,0
retention_retention_offer_success_close,retention_retention_deal_done_dismiss,1,semantic,0.6842,0.6842,0.1429,39,37,5,5,2,0,0,1
open_account_account_screen_view,open_account_account_screen_viw,1,typo,0.9841,0.9841,0.6,32,31,5,5,1,0,0,1
universal_offer_lpr_alert_error,ppf_insurance_account_selection_click,0,not_duplicate,0.2059,0.2059,0.0,31,37,5,5,6,0,0,0
loan_refinancing_next_actions_screen_view,widget_carousel_cashback_privileges_click,0,not_duplicate,0.2439,0.2439,0.0,41,41,6,5,0,1,0,0
deeplink_search_marketing_click,deeplink_search_marketing_click,1,exact,1.0,1.0,1.0,31,31,4,4,0,0,1,1
currency_control_ved_exit_without_saving_button_click,CurrencyControlVedExitWithoutSavingButtonClick,1,case,0.7677,1.0,0.0,53,46,8,1,7,7,0,0
imsi_confirmation_modal_window_open,goskey_nep_sign_error,0,not_duplicate,0.1786,0.1786,0.0,35,21,5,4,14,1,0,0
card_order_third_party_showcase_product_details_click,credit_sb_abm_birth_date_click,0,not_duplicate,0.3373,0.3373,0.0769,53,30,8,6,23,2,1,0
add_status_event_select,salary_moneybox_result_screen_click,0,not_duplicate,0.3448,0.3448,0.0,23,35,4,5,12,1,0,0
my_documents_select_purpose_click_click,MY_DOCUMENTS_SELECT_PURPOSE_CLICK_CLICK,1,case,0.1282,1.0,0.0,39,39,6,6,0,0,0,0
investments_account_closure_button_click,sign_lpr_result_screen_success,0,not_duplicate,0.3143,0.3143,0.0,40,30,5,5,10,0,0,0
trade_acquiring_amultipay_application_application_impression,trade_acquiring_amultipay_request_form_impression,1,semantic,0.7156,0.7156,0.5714,60,49,6,6,11,0,1,1
self_employed_change_permissions_check_status_click,info_widget_impression,0,not_duplicate,0.274,0.274,0.0,51,22,7,3,29,4,0,0
osago_policy_click,osago_policy_click,1,exact,1.0,1.0,1.0,18,18,3,3,0,0,1,1
personal_account_mvno_about_click,universal_offer_lpr_snakbar_error,0,not_duplicate,0.2424,0.2424,0.0,33,33,5,5,0,0,0,0
widget_impression,Widget-Impression,1,case,0.8235,1.0,0.0,17,17,2,1,0,1,0,0
pay_control_settings_open,pay control settings open,1,case,0.88,1.0,0.0,25,25,4,1,0,3,0,0
new_calculator_constructor_click,universal_offer_lpr_send_button_click,0,not_duplicate,0.4058,0.4058,0.1111,32,37,4,6,5,2,1,0
millionaire_landing_landing_new_screen_view,device_manage_result_view,0,not_duplicate,0.3235,0.3235,0.125,43,25,6,4,18,2,1,0
opening_an_escrow_account_account_for_return_click,OPENINGANESCROWACCOUNTACCOUNTFORRETURNCLICK,1,case,0.0,0.9247,0.0,50,43,8,1,7,7,0,0
portrait_video_screen_view,savings_goal_settings_click,0,not_duplicate,0.3019,0.3019,0.0,26,27,4,4,1,0,0,0
my_documents_update_passport_with_chat_click,my_documents_update_passport_with_chat_touch,1,synonym,0.9091,0.9091,0.75,44,44,7,7,0,0,0,1
prosalary_download_click,rate_settings_conf_lpr_pop_up_alert_screen_view,0,not_duplicate,0.2254,0.2254,0.0,24,47,3,9,23,6,0,0
promocodes_welcome_page_no_promocodes_error_screen_view,personal_account_mvno_my_services_screen_opened_screen_view,0,not_duplicate,0.4386,0.4386,0.1538,55,59,8,9,4,1,1,0
card_subscriptions_screen_view,currency_payments_ved_currency_payments_filters_view,0,not_duplicate,0.3902,0.3902,0.125,30,52,4,7,22,3,1,0
tab_bar_bubble_impression,recommendations_spoiler_banner_close,0,not_duplicate,0.2623,0.2623,0.0,25,36,4,4,11,0,0,0
search_channels_open_click,find_channels_open_click,1,semantic,0.8,0.8,0.6,26,24,4,4,2,0,1,0
loan_refinancing_no_credits_screen_view,loan_refinancing_no_credits_screen_vieew,1,typo,0.9873,0.9873,0.7143,39,40,6,6,1,0,0,1
premium_insurance_email_click,premium_insurance_email_click,1,exact,1.0,1.0,1.0,29,29,4,4,0,0,1,1
id_login_remind_success,settings_accelerometer_enable_global_shake_event_click,0,not_duplicate,0.1818,0.1818,0.0,23,54,4,7,31,3,0,0
personal_manager_rate_comment_edit,industry_solutions_recommendations_widget_tap,0,not_duplicate,0.4051,0.4051,0.0,34,45,5,5,11,0,0,0
codeword_change_pop_up_button_click,currency_exchange_ved_currency_display_toggle_click,0,not_duplicate,0.4651,0.4651,0.0909,35,51,6,7,16,1,1,0
x5_auth_pin_create,x5_pin_auth_create,1,permutation,0.7778,0.7778,1.0,18,18,4,4,0,0,1,1
profile_trusted_networks_click,retention_retention_offer_open,0,not_duplicate,0.2333,0.2333,0.0,30,30,4,4,0,0,0,0
card_reissue_redisign_address_delivery_select,crad_reissue_redisign_address_delivery_select,1,typo,0.9778,0.9778,0.7143,45,45,6,6,0,0,1,0
device_manage_passcode_forgotten_click,history_action_disable_user_close,0,not_duplicate,0.2535,0.2535,0.0,38,33,5,5,5,0,0,0
currency_payments_ved_search_field_click,currency_payments_ved_search_field_tap,1,synonym,0.8974,0.8974,0.7143,40,38,6,6,2,0,0,1
mvno_registration_esim_in_office_screen_view,mvno_registration_esim_in_office_screen_view,1,exact,1.0,1.0,1.0,44,44,7,7,0,0,1,1
tap_operation_sign_open,chatv3_bubble_long_tap,0,not_duplicate,0.1333,0.1333,0.1429,23,22,4,4,1,0,0,0
currency_payments_ved_more_than_a_million_toggle_click,goskey_nep_pop_up_button_click,0,not_duplicate,0.3333,0.3333,0.0714,54,30,9,6,24,3,1,0
transaction_confirmation_timeout_click,Transaction-Confirmation-Timeout-Click,1,case,0.8158,1.0,0.0,38,38,4,1,0,3,0,0
daily_pay_connection_back_landing_button_click,combo_card_confirm_limit_click,0,not_duplicate,0.4211,0.4211,0.0909,46,30,7,5,16,2,1,0
role_model_users_new_click,apologetic_gift_limit_details_item_click,0,not_duplicate,0.5152,0.5152,0.1,26,40,5,6,14,1,1,0
daily_pay_connection_back_documents_button_click,document_flow_screen_swipe,0,not_duplicate,0.3243,0.3243,0.0,48,26,7,4,22,3,0,0
rko_suggest_click,rko_sugest_click,1,typo,0.9697,0.9697,0.5,17,16,3,3,1,0,1,1
dom_address_delete_click,analytics_page_edit_category_button_click,0,not_duplicate,0.3692,0.3692,0.1111,24,41,4,6,17,2,1,0
x5_payments_transfer_button_click,x5paymentstransferbuttonclick,1,case,0.9355,0.9355,0.0,33,29,5,1,4,4,0,0
passport_page_passcode_authorize_response,profit_chart_text_click,0,not_duplicate,0.2812,0.2812,0.0,41,23,5,4,18,1,0,0
personal_account_mvno_tariff_conditions_click,onboarding_mmb_onboarding_scenario_finish,0,not_duplicate,0.3721,0.3721,0.0,45,41,6,5,4,1,0,0
debt_section_onboarding_click,premium_service_aclub_premium_status_click,0,not_duplicate,0.3662,0.3662,0.125,29,42,4,6,13,2,1,0
customize_widget_dashboard_screen_view,customize_widget_home_view_view,1,semantic,0.7246,0.7246,0.5,38,31,5,5,7,0,1,1
partners_promotions_promotion_view,premium_service_only_all_offers_impression,0,not_duplicate,0.2895,0.2895,0.0,34,42,4,6,8,2,0,0
account_closing_button_click,profile_closing_link_click,1,semantic,0.6296,0.6296,0.3333,28,26,4,4,2,0,1,0
premium_insurance_document_click,premiuminsurancedocumentclick,1,case,0.9508,0.9508,0.0,32,29,4,1,3,3,0,0
sign_lpr_result_screen_error,sign_lpr_result_screen_error,1,exact,1.0,1.0,1.0,28,28,5,5,0,0,1,1
downloading_signed_statements_filter_remove_click,operator_options_click,0,not_duplicate,0.3662,0.3662,0.125,49,22,6,3,27,3,1,0
exchange_rate_button_click,reports_result_view,0,not_duplicate,0.2222,0.2222,0.0,26,19,4,3,7,1,0,0
main_screen_error_screen_view,main_page_problem_screen_see,1,semantic,0.5263,0.5263,0.2857,29,28,5,5,1,0,0,1
paycontrol_registration_continue_button_click,button_registration_continue_paycontrol_click,1,permutation,0.7333,0.7333,1.0,45,45,5,5,0,0,1,0
id_otp_send,universal_transfer_confirmation_continue_transfer_click,0,not_duplicate,0.2121,0.2121,0.0,11,55,3,6,44,3,0,0
mvno_registration_address_screen_view,referral_details_click,0,not_duplicate,0.339,0.339,0.0,37,22,5,3,15,2,0,0
my_documents_download_documents_click,mydocumentsdownloaddocumentsclick,1,case,0.9429,0.9429,0.0,37,33,5,1,4,4,0,0
currency_exchange_ved_undo_order_cancellation_button_click,currency_exchange_ved_undo_order_cancellation_button_click,1,exact,1.0,1.0,1.0,58,58,8,8,0,0,1,1
passport_page_phone_registration_customer_response,retention_retention_repeated_offer_back,0,not_duplicate,0.2921,0.2921,0.0,50,39,6,5,11,1,0,0
support_chat_search_results_load,support_chat_search_rseults_load,1,typo,0.9688,0.9688,0.6667,32,32,5,5,0,0,1,1
mortgage_insurance_otp_code_enter,offer_with_configuration_lpr_success_screen_button_click,0,not_duplicate,0.3146,0.3146,0.0,33,56,5,8,23,3,0,0
individual_debit_need_dul_screen_open,individual_debit_need_dlu_screen_open,1,typo,0.973,0.973,0.7143,37,37,6,6,0,0,1,1
deposit_closure_result_screen_screen_view,investment_closure_result_tab_screen_see,1,semantic,0.716,0.716,0.375,41,40,6,6,1,0,0,0
auth_page_passcode_send_click,compliance_error_foreign_transfer_error_click,0,not_duplicate,0.3243,0.3243,0.1111,29,45,5,6,16,1,1,0
loan_refinancing_no_credits_screen_view,personal_insurance_account_call_to_manager_click,0,not_duplicate,0.3218,0.3218,0.0,39,48,6,7,9,1,0,0
trade_acquiring_application_delegate_success,acquiring_trade_application_delegate_success,1,permutation,0.8636,0.8636,1.0,44,44,5,5,0,0,1,0
support_chat_choose_file_click,support_file_choose_chat_click,1,permutation,0.7333,0.7333,1.0,30,30,5,5,0,0,1,1
my_documents_webview_copy_document_data_click,partners_promotions_search_region_history_click,0,not_duplicate,0.3043,0.3043,0.0833,45,47,7,6,2,1,1,0
new_deposit_choose_type_select,rubbles_banner_click,0,not_duplicate,0.24,0.24,0.0,30,20,5,3,10,2,0,0
tap_connection_with_bank_click,compensation_additional_compensation_impression,0,not_duplicate,0.3636,0.3636,0.0,30,47,5,4,17,1,0,0
currency_control_ved_attach_contracts_file_button_click,currency_control_ved_button_contracts_file_attach_click,1,permutation,0.8545,0.8545,1.0,55,55,8,8,0,0,1,1
mvno_registration_sim_and_subscribe_screen_view,MVNOREGISTRATIONSIMANDSUBSCRIBESCREENVIEW,1,case,0.0,0.9318,0.0,47,41,7,1,6,6,0,0
my_products_widget_click,reports_type_of_certificate_click,0,not_duplicate,0.4561,0.4561,0.125,24,33,4,5,9,1,1,0
debt_discount_landing_screen_view,investment_account_ghost_offer_loaded_impression,0,not_duplicate,0.3951,0.3951,0.0,33,48,5,6,15,1,0,0
result_screen_advice_banner_impression,result_screen_advice_banner_click,1,semantic,0.8169,0.8169,0.6667,38,33,5,5,5,0,0,1
industry_solutions_recommendations_widget_tap,kpn_application_lpr_continue_button_click,0,not_duplicate,0.2791,0.2791,0.0,45,41,5,6,4,1,0,0
cc2_signing_confirm,cc2-signing-confirm,1,case,0.8947,1.0,0.0,19,19,3,1,0,2,0,0
client_limit_metrics_open_side_panel_button_click,info_widget_button_click,0,not_duplicate,0.5205,0.5205,0.2,49,24,8,4,25,4,1,0
personal_insurance_account_open_questions_screen_view,personal_insurance_profile_open_questions_page_show,1,semantic,0.7308,0.7308,0.4,53,51,7,7,2,0,0,1
goskey_nep_sign_close,nep_goskey_sign_close,1,permutation,0.8095,0.8095,1.0,21,21,4,4,0,0,1,0
piggy_bank_creation_error_error,piggy_bank_creatiion_error_error,1,typo,0.9841,0.9841,0.6,31,32,5,5,1,0,1,1
dpz_insurance_purchase_error,open_brokerage_account_with_purchase_main_click,0,not_duplicate,0.4,0.4,0.1,28,47,4,7,19,3,0,0
